probe,gene,chr,s1,s2
201056_at,GOLGB1,chr3,121382049,121468602
201057_s_at,GOLGB1,chr3,121382949,121468602
201058_s_at,MYL9,chr20,35173258,35178219
201059_at,CTTN,chr11,70244649,70282680
201060_x_at,STOM,chr9,124101352,124132528
201061_s_at,STOM,chr9,124101356,124132483
201062_at,STOM,chr9,124101356,124132483
201063_at,RCN1,chr11,32112690,32127077
201064_s_at,PABPC4,chr1,40026487,40042416
201065_s_at,GTF2I,chr7,74103456,74174289
201066_at,CYC1,chr8,145149994,145152427
201067_at,PSMC2,chr7,102988071,103009406
201068_s_at,PSMC2,chr7,102988108,103008595
201069_at,MMP2,chr16,55513102,55540151
201070_x_at,SF3B1,chr2,198256449,198299766
201071_x_at,SF3B1,chr2,198256699,198299723
201072_s_at,SMARCC1,chr3,47627383,47823406
201073_s_at,SMARCC1,chr3,47627383,47823406
201074_at,SMARCC1,chr3,47627383,47823406
201075_s_at,SMARCC1,chr3,47627871,47823335
201076_at,SNU13,chr22,42069942,42078456
201077_s_at,SNU13,chr22,42070803,42084876
201078_at,TM9SF2,chr13,100153727,100215278
201079_at,SYNGR2,chr17,76164668,76168803
201080_at,PIP4K2B,chr17,36921944,36956158
201081_s_at,PIP4K2B,chr17,36923935,36956158
201082_s_at,DCTN1,chr2,74588281,74607964
201083_s_at,BCLAF1,chr6,136579432,136603827
201084_s_at,BCLAF1,chr6,136579725,136610989
201085_s_at,SON,chr21,34922948,34949975
201086_x_at,SON,chr21,34923195,34949784
201087_at,PXN,chr12,120648256,120703509
201088_at,KPNA2,chr17,66031847,66042958
201089_at,ATP6V1B2,chr8,20054900,20078946
201090_x_at,TUBA1B,chr12,49521567,49525150
201091_s_at,CBX3,chr7,26241348,26252976
201092_at,RBBP7,chrX,16862776,16888457
201093_x_at,SDHA,chr5,218446,256792
201094_at,RPS29,chr14,50050317,50053093
201095_at,DAP,chr5,10679405,10761339
201096_s_at,ARF4,chr3,57557089,57583078
201097_s_at,ARF4,chr3,57557089,57583078
201098_at,COPB2,chr3,139076434,139108461
201099_at,USP9X,chrX,40982822,41093664
201100_s_at,USP9X,chrX,40982822,41092186
201101_s_at,BCLAF1,chr6,136579432,136603827
201102_s_at,PFKL,chr21,45719933,45747256
201103_x_at,NBPF10,chr1,145295005,145370303
201104_x_at,NBPF10,chr1,145301734,145369590
201105_at,LGALS1,chr22,38071642,38075803
201106_at,GPX4,chr19,1103965,1106778
201107_s_at,THBS1,chr15,39873133,39889668
201108_s_at,THBS1,chr15,39873133,39889668
201109_s_at,THBS1,chr15,39873133,39889668
201110_s_at,THBS1,chr15,39873347,39889665
201111_at,CSE1L,chr20,47662848,47713484
201112_s_at,CSE1L,chr20,47662848,47713083
201113_at,TUFM,chr16,28854107,28857588
201114_x_at,PSMA7,chr20,60711790,60718372
201115_at,POLD2,chr7,44154286,44161708
201116_s_at,CPE,chr4,166300093,166419697
201117_s_at,CPE,chr4,166300093,166419476
201118_at,PGD,chr1,10459685,10479887
201119_s_at,COX8A,chr11,63742111,63744014
201120_s_at,PGRMC1,chrX,118370250,118378429
201121_s_at,PGRMC1,chrX,118370262,118378428
201122_x_at,EIF5A,chr17,7210968,7215772
201123_s_at,EIF5A,chr10,81272377,81272920
201124_at,ITGB5,chr3,124480761,124606152
201125_s_at,ITGB5,chr3,124481795,124605876
201126_s_at,MGAT1,chr5,180217547,180230048
201127_s_at,ACLY,chr17,40023170,40075289
201128_s_at,ACLY,chr17,40023179,40075193
201129_at,SRSF7,chr2,38970763,38978503
201130_s_at,CDH1,chr16,68771209,68867470
201131_s_at,CDH1,chr16,68771224,68869437
201132_at,HNRNPH2,chrX,100666921,100669118
201133_s_at,PJA2,chr5,108670418,108745616
201134_x_at,COX7C,chr5,85913852,85916581
201135_at,ECHS1,chr10,135175989,135186908
201136_at,PLP2,chrX,49028272,49031437
201137_s_at,HLA-DPB1,chr6,33043799,33054567
201138_s_at,SSB,chr2,170655356,170668569
201139_s_at,SSB,chr2,170655423,170668569
201140_s_at,RAB5C,chr17,40276997,40306957
201141_at,GPNMB,chr7,23286385,23314725
201142_at,EIF2S1,chr14,67827048,67853232
201143_s_at,EIF2S1,chr14,67827084,67852156
201144_s_at,EIF2S1,chr14,67831480,67850575
201145_at,HAX1,chr1,154245038,154248349
201146_at,NFE2L2,chr2,178095038,178129295
201147_s_at,TIMP3,chr22,33196807,33259030
201148_s_at,TIMP3,chr22,33196807,33259030
201149_s_at,TIMP3,chr22,33197710,33255672
201150_s_at,TIMP3,chr22,33196807,33259027
201151_s_at,MBNL1,chr3,151986256,152183569
201152_s_at,MBNL1,chr3,151986256,152183569
201153_s_at,MBNL1,chr3,151986256,152183568
201154_x_at,RPL4,chr15,66791657,66795862
201155_s_at,MFN2,chr1,12040368,12073565
201156_s_at,RAB5C,chr17,40276996,40307017
201157_s_at,NMT1,chr17,43138680,43186574
201158_at,NMT1,chr17,43138680,43186574
201159_s_at,NMT1,chr17,43138687,43185884
201160_s_at,YBX3,chr12,10851688,10875953
201161_s_at,YBX3,chr12,10852050,10875885
201162_at,IGFBP7,chr4,57897245,57976539
201163_s_at,IGFBP7,chr4,57897245,57976539
201164_s_at,PUM1,chr1,31404352,31538553
201165_s_at,PUM1,chr1,31404352,31538553
201166_s_at,PUM1,chr1,31404352,31538542
201167_x_at,ARHGDIA,chr17,79826731,79827826
201168_x_at,ARHGDIA,chr17,79825597,79827834
201169_s_at,BHLHE40,chr3,5021142,5026866
201170_s_at,BHLHE40,chr3,5021207,5026861
201171_at,ATP6V0E1,chr5,172410762,172461895
201172_x_at,ATP6V0E1,chr5,172410801,172461893
201173_x_at,NUDC,chr1,27248249,27272887
201174_s_at,TERF2IP,chr16,75681642,75691329
201175_at,TMX2,chr11,57480041,57508444
201176_s_at,ARCN1,chr11,118443147,118473613
201177_s_at,UBA2,chr19,34919312,34960795
201178_at,FBXO7,chr22,32870784,32894818
201179_s_at,GNAI3,chr1,110091342,110135396
201180_s_at,GNAI3,chr1,110091280,110136130
201181_at,GNAI3,chr1,110091300,110136975
201182_s_at,CHD4,chr12,6679247,6716599
201183_s_at,CHD4,chr12,6679247,6716599
201184_s_at,CHD4,chr12,6679253,6715618
201185_at,HTRA1,chr10,124221120,124274420
201186_at,LRPAP1,chr4,3514294,3534140
201187_s_at,ITPR3,chr6,33589155,33664339
201188_s_at,ITPR3,chr6,33589155,33663708
201189_s_at,ITPR3,chr6,33589343,33664339
201190_s_at,PITPNA,chr17,1421282,1466072
201191_at,PITPNA,chr17,1421282,1466072
201192_s_at,PITPNA,chr17,1423515,1466070
201193_at,IDH1,chr2,209100953,209119806
201194_at,SEPW1,chr19,48281981,48287939
201195_s_at,SLC7A5,chr16,87863628,87903093
201196_s_at,AMD1,chr6,111196059,111215371
201197_at,AMD1,chr6,111195987,111216906
201198_s_at,PSMD1,chr2,231921586,232037541
201199_s_at,PSMD1,chr2,231921656,232037473
201200_at,CREG1,chr1,167510256,167523004
201201_at,CSTB,chr21,45193829,45196246
201202_at,PCNA,chr20,5095602,5100562
201203_s_at,RRBP1,chr20,17594324,17662865
201204_s_at,RRBP1,chr20,17594324,17662865
201205_at,---,chr20,17594324,17662865
201206_s_at,RRBP1,chr20,17594744,17662721
201207_at,TNFAIP1,chr17,26662846,26674033
201208_s_at,TNFAIP1,chr17,26662799,26672321
201209_at,HDAC1,chr1,32757707,32799224
201210_at,DDX3X,chrX,41192650,41209441
201211_s_at,DDX3X,chrX,41193430,41207109
201212_at,LGMN,chr14,93170161,93199163
201213_at,PPP1R7,chr2,242089893,242123067
201214_s_at,PPP1R7,chr2,242089901,242122439
201215_at,PLS3,chrX,114795508,114884990
201216_at,ERP29,chr12,112451261,112460623
201217_x_at,RPL3,chr22,39708889,39714598
201218_at,CTBP2,chr10,126676074,126849067
201219_at,CTBP2,chr10,126676074,126849067
201220_x_at,CTBP2,chr10,126677400,126849024
201221_s_at,SNRNP70,chr19,49588729,49611868
201222_s_at,RAD23B,chr9,110045480,110093585
201223_s_at,RAD23B,chr9,110045596,110093299
201224_s_at,SRRM1,chr1,24969783,24999758
201225_s_at,SRRM1,chr1,24969812,24999753
201226_at,NDUFB8,chr10,102283497,102289642
201227_s_at,NDUFB8,chr10,102283497,102289642
201228_s_at,ARIH2,chr3,48955964,49022969
201229_s_at,ARIH2,chr3,48956292,49021039
201230_s_at,ARIH2,chr3,48960197,49022969
201231_s_at,ENO1,chr1,8921062,8938723
201232_s_at,PSMD13,chr11,236980,252981
201233_at,PSMD13,chr11,236980,252981
201234_at,ILK,chr11,6625011,6632097
201235_s_at,BTG2,chr1,203274625,203278730
201236_s_at,BTG2,chr1,203274663,203278727
201237_at,CAPZA2,chr7,116502565,116559399
201238_s_at,CAPZA2,chr7,116502608,116558702
201239_s_at,SPCS2,chr11,74660301,74688786
201240_s_at,SPCS2,chr11,74660332,74688779
201241_at,DDX1,chr2,15731769,15771225
201242_s_at,ATP1B1,chr1,169075979,169100999
201243_s_at,ATP1B1,chr1,169076003,169101954
201244_s_at,RAF1,chr3,12625107,12705414
201245_s_at,OTUB1,chr11,63753884,63765884
201246_s_at,OTUB1,chr11,63753884,63765887
201247_at,SREBF2,chr22,42229125,42303309
201248_s_at,SREBF2,chr22,42229157,42302370
201249_at,SLC2A1,chr1,43390962,43424588
201250_s_at,SLC2A1,chr1,43391518,43424501
201251_at,PKM,chr15,72491412,72523551
201252_at,PSMC4,chr19,40477097,40487347
201253_s_at,CDIPT,chr16,29869682,29874511
201254_x_at,RPS6,chr9,19376252,19379618
201255_x_at,BAG6,chr6,31606817,31620412
201256_at,COX7A2L,chr2,42577646,42588341
201257_x_at,RPS3A,chr15,60060528,60061387
201258_at,RPS16,chr19,39923852,39926568
201259_s_at,SYPL1,chr7,105730948,105753010
201260_s_at,SYPL1,chr7,105730953,105753009
201261_x_at,BGN,chrX,152760452,152775004
201262_s_at,BGN,chrX,152760462,152774360
201263_at,TARS,chr5,33441090,33468169
201264_at,COPE,chr19,19010338,19030186
201265_at,---,chr1,208890227,208891816
201266_at,TXNRD1,chr12,104680842,104744062
201267_s_at,PSMC3,chr11,47440325,47448008
201268_at,NME1-NME2,chr17,49243811,49249104
201269_s_at,NUDCD3,chr7,44421882,44530249
201270_x_at,NUDCD3,chr7,44423190,44530246
201271_s_at,RALY,chr20,32581731,32668065
201272_at,AKR1B1,chr7,134127108,134143858
201273_s_at,SRP9,chr1,225965538,225978161
201274_at,PSMA5,chr1,109944472,109968973
201275_at,FDPS,chr1,155278754,155290456
201276_at,RAB5B,chr12,56385990,56388478
201277_s_at,HNRNPAB,chr5,177631610,177638162
201278_at,DAB2,chr5,39371775,39425331
201279_s_at,DAB2,chr5,39373297,39424931
201280_s_at,DAB2,chr5,39372745,39424946
201281_at,ADRM1,chr20,60878620,60883915
201282_at,OGDH,chr7,44646226,44748593
201283_s_at,TRAK1,chr3,49711918,49720932
201284_s_at,APEH,chr3,49711816,49720931
201285_at,MKRN1,chr7,140152859,140179266
201286_at,SDC1,chr2,20400557,20424927
201287_s_at,SDC1,chr2,20401257,20424834
201288_at,ARHGDIB,chr12,15094964,15114603
201289_at,CYR61,chr1,86046587,86049386
201290_at,SEC11A,chr15,85212776,85259384
201291_s_at,TOP2A,chr17,38544776,38574150
201292_at,TOP2A,chr17,38544776,38574150
201293_x_at,PPIA,chr21,20230052,20230800
201294_s_at,WSB1,chr17,25621138,25640924
201295_s_at,WSB1,chr17,25621138,25640924
201296_s_at,WSB1,chr17,25621138,25640657
201297_s_at,MOB1A,chr2,74379655,74406008
201298_s_at,MOB1A,chr2,74383211,74405995
201299_s_at,MOB1A,chr2,74381986,74405983
201300_s_at,PRNP,chr20,4667119,4682233
201301_s_at,ANXA4,chr2,69969223,70052774
201302_at,ANXA4,chr2,70008650,70053591
201303_at,EIF4A3,chr17,78109056,78120938
201304_at,NDUFA5,chr7,123181082,123197958
201305_x_at,ANP32B,chr9,100745487,100778225
201306_s_at,ANP32B,chr9,100745642,100778221
201307_at,SEPT11,chr4,77870868,77959854
201308_s_at,SEPT11,chr4,77870963,77957127
201309_x_at,NREP,chr7,23520356,23520827
201310_s_at,NREP,chr5,111064992,111092932
201311_s_at,SH3BGRL,chrX,80457494,80554046
201312_s_at,SH3BGRL,chrX,80457621,80554044
201313_at,ENO2,chr12,7023613,7032858
201314_at,STK25,chr2,242434514,242447578
201315_x_at,IFITM2,chr11,307914,309392
201316_at,PSMA2,chr7,42956463,42971801
201317_s_at,PSMA2,chr7,42957011,42971757
201318_s_at,MYL12A,chr18,3247812,3256225
201319_at,MYL12A,chr18,3247812,3256225
201320_at,SMARCC2,chr12,56556081,56583270
201321_s_at,SMARCC2,chr12,56557117,56583260
201322_at,ATP5B,chr12,57031973,57039729
201323_at,EBNA1BP2,chr1,43629855,43637931
201324_at,EMP1,chr12,13349656,13369707
201325_s_at,EMP1,chr12,13349656,13369707
201326_at,CCT6A,chr7,56119455,56131682
201327_s_at,CCT6A,chr7,56119455,56131095
201328_at,ETS2,chr21,40177752,40196876
201329_s_at,ETS2,chr21,40177754,40195380
201330_at,RARS,chr5,167913490,167946285
201331_s_at,STAT6,chr12,57489226,57505161
201332_s_at,STAT6,chr12,57490017,57505055
201333_s_at,ARHGEF12,chr11,120276823,120360645
201334_s_at,ARHGEF12,chr11,120276823,120360645
201335_s_at,ARHGEF12,chr11,120207945,120360645
201336_at,VAMP3,chr1,7831408,7841491
201337_s_at,VAMP3,chr1,7833501,7840010
201338_x_at,GTF3A,chr13,27998680,28009823
201339_s_at,SCP2,chr1,53443924,53516921
201340_s_at,ENC1,chr5,73925748,73936537
201341_at,ENC1,chr5,73923234,73936517
201342_at,SNRPC,chr6,34725311,34741571
201343_at,UBE2D2,chr5,138940923,139008016
201344_at,UBE2D2,chr5,138940923,139008016
201345_s_at,UBE2D2,chr5,138941372,139006429
201346_at,ADIPOR2,chr12,1887017,1897837
201347_x_at,GRHPR,chr9,37422706,37436986
201348_at,GPX3,chr5,150399918,150408548
201349_at,SLC9A3R1,chr17,72744783,72765494
201350_at,FLOT2,chr17,27206357,27216066
201351_s_at,YME1L1,chr10,27400667,27425270
201352_at,YME1L1,chr10,27399384,27443321
201353_s_at,BAZ2A,chr12,56989321,57030150
201354_s_at,BAZ2A,chr12,56989321,57030150
201355_s_at,BAZ2A,chr12,56989379,57030150
201356_at,SF3A1,chr22,30728898,30752912
201357_s_at,SF3A1,chr22,30730448,30752878
201358_s_at,COPB1,chr11,14479098,14521373
201359_at,COPB1,chr11,14479098,14521373
201360_at,CST3,chr20,23614296,23618574
201361_at,TMEM109,chr11,60681676,60690913
201362_at,IVNS1ABP,chr1,185265529,185286386
201363_s_at,IVNS1ABP,chr1,185266043,185286468
201364_s_at,OAZ2,chr15,64980671,64995375
201365_at,OAZ2,chr15,64979775,64995454
201366_at,ANXA7,chr10,75135203,75173808
201367_s_at,ZFP36L2,chr2,43449544,43453745
201368_at,ZFP36L2,chr2,43449544,43453745
201369_s_at,ZFP36L2,chr2,43451373,43453518
201370_s_at,CUL3,chr2,225334660,225450097
201371_s_at,CUL3,chr2,225338621,225449817
201372_s_at,CUL3,chr2,225334868,225450046
201373_at,PLEC,chr8,144989320,145050902
201374_x_at,PPP2CB,chr8,30643129,30670362
201375_s_at,PPP2CB,chr8,30643165,30669944
201376_s_at,HNRNPF,chr10,43881065,43904659
201377_at,UBAP2L,chr1,154192654,154235981
201378_s_at,UBAP2L,chr1,154192654,154235981
201379_s_at,TPD52L2,chr20,62496642,62522886
201380_at,CRTAP,chr3,33155566,33184999
201381_x_at,CACYBP,chr1,174969202,174979519
201382_at,CACYBP,chr1,174969199,174980846
201383_s_at,NBR1,chr17,41322497,41363706
201384_s_at,NBR1,chr17,41323244,41363488
201385_at,DHX15,chr4,24529100,24586177
201386_s_at,DHX15,chr4,24529493,24586016
201387_s_at,UCHL1,chr4,41259129,41270441
201388_at,PSMD3,chr17,38137081,38154206
201389_at,ITGA5,chr12,54789046,54813005
201390_s_at,CSNK2B,chr6,31633656,31637843
201391_at,TRAP1,chr16,3708038,3767513
201392_s_at,IGF2R,chr6,160390130,160527581
201393_s_at,IGF2R,chr6,160390130,160527581
201394_s_at,RBM5,chr3,50127806,50155947
201395_at,RBM5,chr3,50126367,50156390
201396_s_at,SGTA,chr19,2754711,2783315
201397_at,PHGDH,chr1,120254545,120286836
201398_s_at,TRAM1,chr8,71485678,71520516
201399_s_at,TRAM1,chr8,71487145,71520555
201400_at,PSMB3,chr17,36909062,36920477
201401_s_at,ADRBK1,chr11,67034157,67052936
201402_at,ADRBK1,chr11,67034099,67054357
201403_s_at,MGST3,chr1,165619074,165624857
201404_x_at,PSMB2,chr1,36067739,36107091
201405_s_at,COPS6,chr7,99686910,99689530
201406_at,RPL36A,chrX,100645994,100650786
201407_s_at,PPP1CB,chr2,28974732,29025803
201408_at,PPP1CB,chr2,28974732,29025803
201409_s_at,PPP1CB,chr2,28974732,29024515
201410_at,PLEKHB2,chr2,131862877,131907418
201411_s_at,PLEKHB2,chr2,131862908,131905370
201412_at,LRP10,chr14,23345045,23347289
201413_at,HSD17B4,chr5,118788222,118878024
201414_s_at,NAP1L4,chr11,2965666,3013607
201415_at,GSS,chr20,33516240,33543561
201416_at,SOX4,chr6,21592999,21598850
201417_at,SOX4,chr6,21592999,21598850
201418_s_at,SOX4,chr6,21594419,21597212
201419_at,BAP1,chr3,52435023,52443924
201420_s_at,WDR77,chr1,111982604,111992067
201421_s_at,WDR77,chr1,111982895,111991851
201422_at,IFI30,chr19,18284624,18288923
201423_s_at,CUL4A,chr13,113864286,113919392
201424_s_at,CUL4A,chr13,113864286,113919399
201425_at,ALDH2,chr12,112204750,112247781
201426_s_at,VIM,chr10,17270929,17279591
201427_s_at,SEPP1,chr5,42799989,42808468
201428_at,CLDN4,chr7,73245350,73247014
201429_s_at,RPL37A,chr2,217363580,217366187
201430_s_at,DPYSL3,chr5,146770370,146833829
201431_s_at,DPYSL3,chr5,146770373,146833236
201432_at,CAT,chr11,34460492,34493607
201433_s_at,PTDSS1,chr8,97274166,97346774
201434_at,TTC1,chr5,159437506,159492550
201435_s_at,EIF4E,chr4,99800426,99850287
201436_at,EIF4E,chr4,99800426,99850287
201437_s_at,EIF4E,chr4,99801018,99850281
201438_at,COL6A3,chr2,238232660,238322820
201439_at,GBF1,chr10,104005308,104142649
201440_at,DDX23,chr12,49223539,49245905
201441_at,COX6B1,chr19,36139272,36149683
201442_s_at,ATP6AP2,chrX,40440182,40465889
201443_s_at,ATP6AP2,chrX,40440215,40465886
201444_s_at,ATP6AP2,chrX,40458842,40465135
201445_at,CNN3,chr1,95362765,95392638
201446_s_at,TIA1,chr2,70436577,70475747
201447_at,TIA1,chr2,70436577,70475747
201448_at,TIA1,chr2,70436577,70475747
201449_at,TIA1,chr2,70436577,70475747
201450_s_at,TIA1,chr2,70438815,70475747
201451_x_at,LOC642862,chr7,151163794,151216991
201452_at,RHEB,chr7,151163794,151216991
201453_x_at,RHEB,chr10,47396199,47397187
201454_s_at,NPEPPS,chr17,45608601,45700638
201455_s_at,NPEPPS,chr17,45608601,45700638
201456_s_at,BUB3,chr10,124913915,124924879
201457_x_at,BUB3,chr10,124913929,124923532
201458_s_at,BUB3,chr10,124913930,124924879
201459_at,RUVBL2,chr19,49502575,49519182
201460_at,MAPKAPK2,chr1,206858288,206907628
201461_s_at,MAPKAPK2,chr1,206858288,206906208
201462_at,SCRN1,chr7,29959889,30029315
201463_s_at,TALDO1,chr11,747431,765023
201464_x_at,JUN,chr1,59246365,59249733
201465_s_at,JUN,chr1,59247716,59249688
201466_s_at,JUN,chr1,59246461,59249715
201467_s_at,NQO1,chr16,69743303,69760533
201468_s_at,NQO1,chr16,69743305,69760392
201469_s_at,SHC1,chr1,154934773,154943203
201470_at,GSTO1,chr10,106014677,106027209
201471_s_at,SQSTM1,chr5,179247884,179264255
201472_at,VBP1,chrX,154444549,154468096
201473_at,JUNB,chr19,12902332,12904129
201474_s_at,ITGA3,chr17,48133730,48167844
201475_x_at,MARS,chr12,57881866,57910433
201476_s_at,RRM1,chr11,4116010,4160105
201477_s_at,RRM1,chr11,4116056,4160105
201478_s_at,DKC1,chrX,153991159,154005417
201479_at,DKC1,chrX,153991180,154005959
201480_s_at,SUPT5H,chr19,39936241,39967306
201481_s_at,PYGB,chr20,25228780,25278647
201482_at,QSOX1,chr1,180123967,180167167
201483_s_at,SUPT4H1,chr17,56423284,56429557
201484_at,SUPT4H1,chr17,56422538,56429563
201485_s_at,RCN2,chr15,77224121,77241716
201486_at,RCN2,chr15,77224115,77242247
201487_at,CTSC,chr11,88026760,88070873
201488_x_at,KHDRBS1,chr1,32479482,32508536
201489_at,PPIF,chr10,81107233,81114471
201490_s_at,PPIF,chr10,81107236,81113748
201491_at,AHSA1,chr14,77924401,77935814
201492_s_at,RPL41,chr12,56510373,56511615
201493_s_at,PUM2,chr2,20448364,20527142
201494_at,PRCP,chr11,82535409,82611473
201495_x_at,MYH11,chr16,15796988,15950868
201496_x_at,MYH11,chr16,15796988,15950868
201497_x_at,MYH11,chr16,15796993,15950868
201498_at,USP7,chr16,8986173,9057341
201499_s_at,USP7,chr16,8987349,9057341
201500_s_at,PPP1R11,chr6,30034988,30038106
201501_s_at,GRSF1,chr4,71685249,71705597
201502_s_at,NFKBIA,chr14,35870715,35874135
201503_at,G3BP1,chr5,151151489,151184915
201504_s_at,TSN,chr2,122513120,122525424
201505_at,LAMB1,chr7,107564262,107643804
201506_at,TGFBI,chr5,135364697,135399507
201507_at,PFDN1,chr5,139624654,139682663
201508_at,IGFBP4,chr17,38599709,38613931
201509_at,IDH3B,chr20,2639042,2644835
201510_at,ELF3,chr1,201979713,201985648
201511_at,AAMP,chr2,219128852,219134860
201512_s_at,TOMM70A,chr3,100084138,100119908
201513_at,TSN,chr2,122513120,122525424
201514_s_at,G3BP1,chr5,151151534,151183891
201515_s_at,TSN,chr2,122513274,122524867
201516_at,SRM,chr1,11114676,11120081
201517_at,NCBP2,chr3,196662278,196669400
201518_at,CBX1,chr17,46147422,46178800
201519_at,TOMM70A,chr3,100082308,100119884
201520_s_at,GRSF1,chr4,71685251,71705597
201521_s_at,NCBP2,chr3,196663729,196669398
201522_x_at,SNRPN,chr15,25200134,25223729
201523_x_at,UBE2N,chr12,93803132,93835882
201524_x_at,UBE2N,chr12,93803133,93835723
201525_at,APOD,chr3,195295596,195306368
201526_at,ARF5,chr7,127228516,127231752
201527_at,ATP6V1F,chr7,128502909,128505902
201528_at,RPA1,chr17,1733264,1801365
201529_s_at,RPA1,chr17,1733320,1800943
201530_x_at,EIF4A1,chr17,7476143,7481950
201531_at,ZFP36,chr19,39897486,39900045
201532_at,PSMA3,chr14,58714466,58738678
201533_at,CTNNB1,chr3,41240995,41281933
201534_s_at,UBL3,chr13,30339748,30423781
201535_at,UBL3,chr13,30338545,30423783
201536_at,DUSP3,chr17,41843492,41856339
201537_s_at,DUSP3,chr17,41845676,41856339
201538_s_at,DUSP3,chr17,41846699,41856320
201539_s_at,FHL1,chrX,135288570,135292286
201540_at,FHL1,chrX,135252084,135293511
